Country,Date,full[%]
Romania,2021-11-22,70.12
Slovakia,2021-11-22,67.73
Spain,2021-11-22,78.45
Sweden,2021-11-22,6.72
United Kingdom (Pre-Brexit),2021-11-22,-
Austria,2021-11-23,49.94
Belgium,2021-11-23,75.77
Bulgaria,2021-11-23,68.49
Croatia,2021-11-23,71.18
Czech Republic,2021-11-23,78.64
Denmark,2021-11-23,77.99
France,2021-11-23,81.8
Germany,2021-11-23,69.15
Hungary,2021-11-23,68.75
Ireland,2021-11-23,-
Italy,2021-11-23,81.63
Latvia,2021-11-23,70.75
Netherlands,2021-11-23,59.16
Poland,2021-11-23,94.62
Portugal,2021-11-23,73.29
Romania,2021-11-23,69.73
Slovakia,2021-11-23,67.4
Spain,2021-11-23,78.02
Sweden,2021-11-23,6.72
United Kingdom (Pre-Brexit),2021-11-23,-
Austria,2021-11-24,49.42
Belgium,2021-11-24,74.87
Bulgaria,2021-11-24,68.08
Croatia,2021-11-24,70.13
Czech Republic,2021-11-24,78.08
Denmark,2021-11-24,77.82
France,2021-11-24,80.9
Germany,2021-11-24,68.58
Hungary,2021-11-24,68.2
Ireland,2021-11-24,-
Italy,2021-11-24,81.24
Latvia,2021-11-24,70.33
Netherlands,2021-11-24,58.58
Poland,2021-11-24,94.27
Portugal,2021-11-24,72.05
Romania,2021-11-24,69.27
Slovakia,2021-11-24,66.97
Spain,2021-11-24,77.61
Sweden,2021-11-24,6.72
United Kingdom (Pre-Brexit),2021-11-24,-
Austria,2021-11-25,48.81
Belgium,2021-11-25,73.89
Bulgaria,2021-11-25,67.67
Croatia,2021-11-25,69.21
Czech Republic,2021-11-25,77.65
Denmark,2021-11-25,77.67
France,2021-11-25,80.07
Germany,2021-11-25,67.99
Hungary,2021-11-25,67.69
Ireland,2021-11-25,-
Italy,2021-11-25,80.84
Latvia,2021-11-25,69.91
Netherlands,2021-11-25,58.05
Poland,2021-11-25,94.37
Portugal,2021-11-25,72.05
Romania,2021-11-25,68.77
Slovakia,2021-11-25,66.52
Spain,2021-11-25,77.18
Sweden,2021-11-25,6.72
United Kingdom (Pre-Brexit),2021-11-25,-
Austria,2021-11-26,48.23
Belgium,2021-11-26,73
Bulgaria,2021-11-26,67.26
Croatia,2021-11-26,68.51
Czech Republic,2021-11-26,77.05
Denmark,2021-11-26,77.45
France,2021-11-26,79.29
Germany,2021-11-26,67.44
Hungary,2021-11-26,67.29
Ireland,2021-11-26,-
Italy,2021-11-26,80.44
Latvia,2021-11-26,69.45
Netherlands,2021-11-26,57.51
Poland,2021-11-26,94.39
Portugal,2021-11-26,72.05
Romania,2021-11-26,68.31
Slovakia,2021-11-26,66.09
Spain,2021-11-26,76.76
Sweden,2021-11-26,6.72
United Kingdom (Pre-Brexit),2021-11-26,-
Austria,2021-11-27,47.82
Belgium,2021-11-27,72.22
Bulgaria,2021-11-27,66.86
Croatia,2021-11-27,67.84
Czech Republic,2021-11-27,76.43
Denmark,2021-11-27,77.33
France,2021-11-27,78.71
Germany,2021-11-27,67
Hungary,2021-11-27,66.89
Ireland,2021-11-27,-
Italy,2021-11-27,80.12
Latvia,2021-11-27,68.93
Netherlands,2021-11-27,56.94
Poland,2021-11-27,94.49
Portugal,2021-11-27,72.64
Romania,2021-11-27,68.01
Slovakia,2021-11-27,65.88
Spain,2021-11-27,76.41
Sweden,2021-11-27,6.72
United Kingdom (Pre-Brexit),2021-11-27,-
Austria,2021-11-28,47.43
Belgium,2021-11-28,71.53
Bulgaria,2021-11-28,66.45
Croatia,2021-11-28,67.65
Czech Republic,2021-11-28,75.81
Denmark,2021-11-28,77.19
France,2021-11-28,78.03
Germany,2021-11-28,66.56
Hungary,2021-11-28,66.49
Ireland,2021-11-28,-
Italy,2021-11-28,79.82
Latvia,2021-11-28,68.36
Netherlands,2021-11-28,56.34
Poland,2021-11-28,94.63
Portugal,2021-11-28,73.4
Romania,2021-11-28,67.8
Slovakia,2021-11-28,65.67
Spain,2021-11-28,76.1
Sweden,2021-11-28,6.72
United Kingdom (Pre-Brexit),2021-11-28,-
Austria,2021-11-29,46.8
Belgium,2021-11-29,70.66
Bulgaria,2021-11-29,66.04
Croatia,2021-11-29,67.28
Czech Republic,2021-11-29,75.21
Denmark,2021-11-29,76.81
France,2021-11-29,77.08
Germany,2021-11-29,65.85
Hungary,2021-11-29,66.01
Ireland,2021-11-29,-
Italy,2021-11-29,79.42
Latvia,2021-11-29,67.77
Netherlands,2021-11-29,55.67
Poland,2021-11-29,94.6
Portugal,2021-11-29,73.7
Romania,2021-11-29,67.5
Slovakia,2021-11-29,65.24
Spain,2021-11-29,75.7
Sweden,2021-11-29,6.72
United Kingdom (Pre-Brexit),2021-11-29,-
Austria,2021-11-30,46.09
Belgium,2021-11-30,69.95
Bulgaria,2021-11-30,65.49
Croatia,2021-11-30,66.84
Czech Republic,2021-11-30,74.57
Denmark,2021-11-30,76.26
France,2021-11-30,76.25
Germany,2021-11-30,65.27
Hungary,2021-11-30,65.58
Ireland,2021-11-30,-
Italy,2021-11-30,79.02
Latvia,2021-11-30,67.14
Netherlands,2021-11-30,55.2
Poland,2021-11-30,94.4
Portugal,2021-11-30,71.98
Romania,2021-11-30,67.09
Slovakia,2021-11-30,64.69
Spain,2021-11-30,75.28
Sweden,2021-11-30,6.72
United Kingdom (Pre-Brexit),2021-11-30,-
Austria,2021-12-01,45.49
Belgium,2021-12-01,69.21
Bulgaria,2021-12-01,64.83
Croatia,2021-12-01,66.59
Czech Republic,2021-12-01,73.91
Denmark,2021-12-01,76.06
France,2021-12-01,75.61
Germany,2021-12-01,64.89
Hungary,2021-12-01,65.15
Ireland,2021-12-01,-
Italy,2021-12-01,78.18
Latvia,2021-12-01,66.58
Netherlands,2021-12-01,54.61
Poland,2021-12-01,94.18
Portugal,2021-12-01,71.19
Romania,2021-12-01,66.69
Slovakia,2021-12-01,64.02
Spain,2021-12-01,74.86
Sweden,2021-12-01,6.72
United Kingdom (Pre-Brexit),2021-12-01,-
Austria,2021-12-02,44.78
Belgium,2021-12-02,68.54
Bulgaria,2021-12-02,64.15
Croatia,2021-12-02,66.52
Czech Republic,2021-12-02,73.59
Denmark,2021-12-02,75.78
France,2021-12-02,74.68
Germany,2021-12-02,64.3
Hungary,2021-12-02,64.68
Ireland,2021-12-02,-
Italy,2021-12-02,77.73
Latvia,2021-12-02,66.08
Netherlands,2021-12-02,53.82
Poland,2021-12-02,94.16
Portugal,2021-12-02,71.71
Romania,2021-12-02,66.28
Slovakia,2021-12-02,63.4
Spain,2021-12-02,74.45
Sweden,2021-12-02,6.72
United Kingdom (Pre-Brexit),2021-12-02,-
Austria,2021-12-03,44.21
Belgium,2021-12-03,68.17
Bulgaria,2021-12-03,63.47
Croatia,2021-12-03,66.44
Czech Republic,2021-12-03,72.95
Denmark,2021-12-03,75.46
France,2021-12-03,73.83
Germany,2021-12-03,63.73
Hungary,2021-12-03,64.15
Ireland,2021-12-03,-
Italy,2021-12-03,77.28
Latvia,2021-12-03,65.64
Netherlands,2021-12-03,53.04
Poland,2021-12-03,94.09
Portugal,2021-12-03,71.99
Romania,2021-12-03,65.85
Slovakia,2021-12-03,62.69
Spain,2021-12-03,74.03
Sweden,2021-12-03,6.72
United Kingdom (Pre-Brexit),2021-12-03,-
Austria,2021-12-04,43.77
Belgium,2021-12-04,67.89
Bulgaria,2021-12-04,62.79
Croatia,2021-12-04,66.29
Czech Republic,2021-12-04,72.32
Denmark,2021-12-04,75.6
France,2021-12-04,73.34
Germany,2021-12-04,63.37
Hungary,2021-12-04,63.64
Ireland,2021-12-04,-
Italy,2021-12-04,76.86
Latvia,2021-12-04,65.16
Netherlands,2021-12-04,52.36
Poland,2021-12-04,94.06
Portugal,2021-12-04,72.71
Romania,2021-12-04,65.4
Slovakia,2021-12-04,62.06
Spain,2021-12-04,73.62
Sweden,2021-12-04,6.72
United Kingdom (Pre-Brexit),2021-12-04,-
Austria,2021-12-05,43.43
Belgium,2021-12-05,67.44
Bulgaria,2021-12-05,62.11
Croatia,2021-12-05,66.18
Czech Republic,2021-12-05,71.72
Denmark,2021-12-05,75.56
France,2021-12-05,72.76
Germany,2021-12-05,63.02
Hungary,2021-12-05,63.12
Ireland,2021-12-05,-
Italy,2021-12-05,76.43
Latvia,2021-12-05,64.56
Netherlands,2021-12-05,51.67
Poland,2021-12-05,94.02
Portugal,2021-12-05,73.56
Romania,2021-12-05,64.96
Slovakia,2021-12-05,61.44
Spain,2021-12-05,73.22
Sweden,2021-12-05,6.72
United Kingdom (Pre-Brexit),2021-12-05,-
Austria,2021-12-06,42.7
Belgium,2021-12-06,67
Bulgaria,2021-12-06,61.49
Croatia,2021-12-06,66.29
Czech Republic,2021-12-06,71.02
Denmark,2021-12-06,75.42
France,2021-12-06,71.88
Germany,2021-12-06,62.35
Hungary,2021-12-06,62.53
Ireland,2021-12-06,-
Italy,2021-12-06,75.99
Latvia,2021-12-06,63.86
Netherlands,2021-12-06,50.89
Poland,2021-12-06,93.81
Portugal,2021-12-06,74.38
Romania,2021-12-06,64.47
Slovakia,2021-12-06,60.7
Spain,2021-12-06,72.83
Sweden,2021-12-06,6.72
United Kingdom (Pre-Brexit),2021-12-06,-
Austria,2021-12-07,42
Belgium,2021-12-07,66.5
Bulgaria,2021-12-07,60.88
Croatia,2021-12-07,65.85
Czech Republic,2021-12-07,70.31
Denmark,2021-12-07,75.11
France,2021-12-07,71.1
Germany,2021-12-07,61.76
Hungary,2021-12-07,61.95
Ireland,2021-12-07,-
Italy,2021-12-07,75.54
Latvia,2021-12-07,63.11
Netherlands,2021-12-07,50.09
Poland,2021-12-07,93.56
Portugal,2021-12-07,75.12
Romania,2021-12-07,63.96
Slovakia,2021-12-07,59.94
Spain,2021-12-07,72.44
Sweden,2021-12-07,6.72
United Kingdom (Pre-Brexit),2021-12-07,-
Austria,2021-12-08,41.41
Belgium,2021-12-08,66.04
Bulgaria,2021-12-08,60.27
Croatia,2021-12-08,65.44
Czech Republic,2021-12-08,69.64
Denmark,2021-12-08,75.02
France,2021-12-08,70.29
Germany,2021-12-08,61.17
Hungary,2021-12-08,61.41
Ireland,2021-12-08,-
Italy,2021-12-08,75.09
Latvia,2021-12-08,62.37
Netherlands,2021-12-08,49.24
Poland,2021-12-08,93.21
Portugal,2021-12-08,75.95
Romania,2021-12-08,63.41
Slovakia,2021-12-08,59.22
Spain,2021-12-08,72.05
Sweden,2021-12-08,6.72
United Kingdom (Pre-Brexit),2021-12-08,-
Austria,2021-12-09,40.68
Belgium,2021-12-09,65.56
Bulgaria,2021-12-09,59.66
Croatia,2021-12-09,64.94
Czech Republic,2021-12-09,68.97
Denmark,2021-12-09,74.6
France,2021-12-09,69.46
Germany,2021-12-09,60.48
Hungary,2021-12-09,60.81
Ireland,2021-12-09,-
Italy,2021-12-09,74.63
Latvia,2021-12-09,61.62
Netherlands,2021-12-09,48.4
Poland,2021-12-09,92.87
Portugal,2021-12-09,76.74
Romania,2021-12-09,62.87
Slovakia,2021-12-09,58.44
Spain,2021-12-09,71.67
Sweden,2021-12-09,6.72
United Kingdom (Pre-Brexit),2021-12-09,-
Austria,2021-12-10,40.06
Belgium,2021-12-10,65.11
Bulgaria,2021-12-10,59.04
Croatia,2021-12-10,64.5
Czech Republic,2021-12-10,68.29
Denmark,2021-12-10,74.17
France,2021-12-10,68.57
Germany,2021-12-10,59.9
Hungary,2021-12-10,60.25
Ireland,2021-12-10,-
Italy,2021-12-10,74.19
Latvia,2021-12-10,61.11
Netherlands,2021-12-10,47.63
Poland,2021-12-10,92.65
Portugal,2021-12-10,77.52
Romania,2021-12-10,62.41
Slovakia,2021-12-10,57.72
Spain,2021-12-10,71.29
Sweden,2021-12-10,6.72
United Kingdom (Pre-Brexit),2021-12-10,-
Austria,2021-12-11,39.68
Belgium,2021-12-11,64.46
Bulgaria,2021-12-11,58.53
Croatia,2021-12-11,64.16
Czech Republic,2021-12-11,67.58
Denmark,2021-12-11,73.82
France,2021-12-11,67.81
Germany,2021-12-11,59.55
Hungary,2021-12-11,59.72
Ireland,2021-12-11,-
Italy,2021-12-11,73.75
Latvia,2021-12-11,60.64
Netherlands,2021-12-11,46.9
Poland,2021-12-11,92.6
Portugal,2021-12-11,78.08
Romania,2021-12-11,62.06
Slovakia,2021-12-11,57.1
Spain,2021-12-11,70.9
Sweden,2021-12-11,6.72
United Kingdom (Pre-Brexit),2021-12-11,-
Austria,2021-12-12,39.44
Belgium,2021-12-12,64.56
Bulgaria,2021-12-12,58.02
Croatia,2021-12-12,63.81
Czech Republic,2021-12-12,66.93
Denmark,2021-12-12,73.5
France,2021-12-12,67.23
Germany,2021-12-12,59.38
Hungary,2021-12-12,59.21
Ireland,2021-12-12,-
Italy,2021-12-12,73.31
Latvia,2021-12-12,60.19
Netherlands,2021-12-12,46.29
Poland,2021-12-12,92.54
Portugal,2021-12-12,78.82
Romania,2021-12-12,61.72
Slovakia,2021-12-12,56.52
Spain,2021-12-12,70.52
Sweden,2021-12-12,6.72
United Kingdom (Pre-Brexit),2021-12-12,-
Austria,2021-12-13,39.02
Belgium,2021-12-13,64.22
Bulgaria,2021-12-13,57.51
Croatia,2021-12-13,63.31
Czech Republic,2021-12-13,66.25
Denmark,2021-12-13,73.45
France,2021-12-13,66.32
Germany,2021-12-13,59.03
Hungary,2021-12-13,58.62
Ireland,2021-12-13,-
Italy,2021-12-13,72.87
Latvia,2021-12-13,59.67
Netherlands,2021-12-13,45.5
Poland,2021-12-13,92.27
Portugal,2021-12-13,78.97
Romania,2021-12-13,61.18
Slovakia,2021-12-13,55.76
Spain,2021-12-13,70.23
Sweden,2021-12-13,6.72
United Kingdom (Pre-Brexit),2021-12-13,-
Austria,2021-12-14,38.71
Belgium,2021-12-14,63.91
Bulgaria,2021-12-14,57
Croatia,2021-12-14,62.78
Czech Republic,2021-12-14,65.59
Denmark,2021-12-14,73.36
France,2021-12-14,65.53
Germany,2021-12-14,58.65
Hungary,2021-12-14,58.04
Ireland,2021-12-14,-
Italy,2021-12-14,72.43
Latvia,2021-12-14,59.22
Netherlands,2021-12-14,44.84
Poland,2021-12-14,92.04
Portugal,2021-12-14,78.97
Romania,2021-12-14,60.63
Slovakia,2021-12-14,55.05
Spain,2021-12-14,69.96
Sweden,2021-12-14,6.72
United Kingdom (Pre-Brexit),2021-12-14,-
Austria,2021-12-15,38.44
Belgium,2021-12-15,63.61
Bulgaria,2021-12-15,56.49
Croatia,2021-12-15,62.41
Czech Republic,2021-12-15,64.92
Denmark,2021-12-15,73.06
France,2021-12-15,64.77
Germany,2021-12-15,58.32
Hungary,2021-12-15,57.51
Ireland,2021-12-15,-
Italy,2021-12-15,71.96
Latvia,2021-12-15,58.91
Netherlands,2021-12-15,44.27
Poland,2021-12-15,91.65
Portugal,2021-12-15,78.97
Romania,2021-12-15,60.06
Slovakia,2021-12-15,54.37
Spain,2021-12-15,69.62
Sweden,2021-12-15,6.72
United Kingdom (Pre-Brexit),2021-12-15,-
Austria,2021-12-16,38.01
Belgium,2021-12-16,63.29
Bulgaria,2021-12-16,55.98
Croatia,2021-12-16,61.96
Czech Republic,2021-12-16,64.39
Denmark,2021-12-16,73.2
France,2021-12-16,64.04
Germany,2021-12-16,58.05
Hungary,2021-12-16,56.97
Ireland,2021-12-16,-
Italy,2021-12-16,71.49
Latvia,2021-12-16,58.78
Netherlands,2021-12-16,43.54
Poland,2021-12-16,91.4
Portugal,2021-12-16,78.97
Romania,2021-12-16,59.48
Slovakia,2021-12-16,53.71
Spain,2021-12-16,69.26
Sweden,2021-12-16,6.72
United Kingdom (Pre-Brexit),2021-12-16,-
Austria,2021-12-17,37.64
Belgium,2021-12-17,62.97
Bulgaria,2021-12-17,55.47
Croatia,2021-12-17,61.58
Czech Republic,2021-12-17,63.82
Denmark,2021-12-17,72.86
France,2021-12-17,63.33
Germany,2021-12-17,57.67
Hungary,2021-12-17,56.52
Ireland,2021-12-17,-
Italy,2021-12-17,71.02
Latvia,2021-12-17,58.6
Netherlands,2021-12-17,42.91
Poland,2021-12-17,91.13
Portugal,2021-12-17,78.97
Romania,2021-12-17,58.96
Slovakia,2021-12-17,53.04
Spain,2021-12-17,68.89
Sweden,2021-12-17,6.72
United Kingdom (Pre-Brexit),2021-12-17,-
Austria,2021-12-18,37.39
Belgium,2021-12-18,62.65
Bulgaria,2021-12-18,54.96
Croatia,2021-12-18,61.18
Czech Republic,2021-12-18,63.4
Denmark,2021-12-18,72.85
France,2021-12-18,62.77
Germany,2021-12-18,57.46
Hungary,2021-12-18,56.04
Ireland,2021-12-18,-
Italy,2021-12-18,70.56
Latvia,2021-12-18,58.46
Netherlands,2021-12-18,42.24
Poland,2021-12-18,90.91
Portugal,2021-12-18,79.36
Romania,2021-12-18,58.52
Slovakia,2021-12-18,52.51
Spain,2021-12-18,68.51
Sweden,2021-12-18,6.72
United Kingdom (Pre-Brexit),2021-12-18,-
Austria,2021-12-19,37.08
Belgium,2021-12-19,62.45
Bulgaria,2021-12-19,54.45
Croatia,2021-12-19,60.8
Czech Republic,2021-12-19,63
Denmark,2021-12-19,72.99
France,2021-12-19,62.15
Germany,2021-12-19,57.23
Hungary,2021-12-19,55.57
Ireland,2021-12-19,-
Italy,2021-12-19,70.09
Latvia,2021-12-19,58.32
Netherlands,2021-12-19,41.52
Poland,2021-12-19,90.69
Portugal,2021-12-19,77.37
Romania,2021-12-19,58.13
Slovakia,2021-12-19,51.96
Spain,2021-12-19,68.14
Sweden,2021-12-19,6.72
United Kingdom (Pre-Brexit),2021-12-19,-
Austria,2021-12-20,36.4
Belgium,2021-12-20,61.73
Bulgaria,2021-12-20,53.94
Croatia,2021-12-20,60.2
Czech Republic,2021-12-20,62.44
Denmark,2021-12-20,72.62
France,2021-12-20,61.2
Germany,2021-12-20,56.52
Hungary,2021-12-20,54.92
Ireland,2021-12-20,-
Italy,2021-12-20,69.61
Latvia,2021-12-20,57.88
Netherlands,2021-12-20,40.62
Poland,2021-12-20,90.16
Portugal,2021-12-20,74.99
Romania,2021-12-20,57.6
Slovakia,2021-12-20,51.27
Spain,2021-12-20,67.77
Sweden,2021-12-20,6.72
United Kingdom (Pre-Brexit),2021-12-20,-
Austria,2021-12-21,35.61
Belgium,2021-12-21,61.09
Bulgaria,2021-12-21,53.43
Croatia,2021-12-21,59.77
Czech Republic,2021-12-21,61.64
Denmark,2021-12-21,72.07
France,2021-12-21,60.19
Germany,2021-12-21,55.59
Hungary,2021-12-21,54.26
Ireland,2021-12-21,-
Italy,2021-12-21,69.14
Latvia,2021-12-21,57.43
Netherlands,2021-12-21,39.64
Poland,2021-12-21,89.57
Portugal,2021-12-21,74.99
Romania,2021-12-21,56.95
Slovakia,2021-12-21,50.52
Spain,2021-12-21,67.49
Sweden,2021-12-21,6.72
United Kingdom (Pre-Brexit),2021-12-21,-
Austria,2021-12-22,34.85
Belgium,2021-12-22,59.99
Bulgaria,2021-12-22,52.92
Croatia,2021-12-22,59.23
Czech Republic,2021-12-22,60.83
Denmark,2021-12-22,71.66
France,2021-12-22,58.99
Germany,2021-12-22,54.69
Hungary,2021-12-22,53.63
Ireland,2021-12-22,-
Italy,2021-12-22,68.63
Latvia,2021-12-22,57.13
Netherlands,2021-12-22,38.67
Poland,2021-12-22,88.91
Portugal,2021-12-22,74.99
Romania,2021-12-22,56.18
Slovakia,2021-12-22,49.76
Spain,2021-12-22,67.22
Sweden,2021-12-22,6.72
United Kingdom (Pre-Brexit),2021-12-22,-
Austria,2021-12-23,34.22
Belgium,2021-12-23,59.63
Bulgaria,2021-12-23,52.41
Croatia,2021-12-23,58.63
Czech Republic,2021-12-23,60.02
Denmark,2021-12-23,71.28
France,2021-12-23,58.14
Germany,2021-12-23,54.09
Hungary,2021-12-23,52.98
Ireland,2021-12-23,-
Italy,2021-12-23,68.31
Latvia,2021-12-23,56.98
Netherlands,2021-12-23,37.84
Poland,2021-12-23,88.36
Portugal,2021-12-23,75.61
Romania,2021-12-23,55.42
Slovakia,2021-12-23,49.01
Spain,2021-12-23,66.86
Sweden,2021-12-23,6.72
United Kingdom (Pre-Brexit),2021-12-23,-
Austria,2021-12-24,33.92
Belgium,2021-12-24,59.46
Bulgaria,2021-12-24,51.9
Croatia,2021-12-24,58.33
Czech Republic,2021-12-24,59.47
Denmark,2021-12-24,71.36
France,2021-12-24,57.88
Germany,2021-12-24,53.81
Hungary,2021-12-24,52.44
Ireland,2021-12-24,-
Italy,2021-12-24,68
Latvia,2021-12-24,56.88
Netherlands,2021-12-24,37.39
Poland,2021-12-24,87.97
Portugal,2021-12-24,76.3
Romania,2021-12-24,54.95
Slovakia,2021-12-24,48.43
Spain,2021-12-24,66.65
Sweden,2021-12-24,6.72
United Kingdom (Pre-Brexit),2021-12-24,-
Austria,2021-12-25,33.79
Belgium,2021-12-25,59.47
Bulgaria,2021-12-25,51.39
Croatia,2021-12-25,58.32
Czech Republic,2021-12-25,58.9
Denmark,2021-12-25,71.25
France,2021-12-25,57.8
Germany,2021-12-25,53.65
Hungary,2021-12-25,52
Ireland,2021-12-25,-
Italy,2021-12-25,67.69
Latvia,2021-12-25,56.8
Netherlands,2021-12-25,36.89
Poland,2021-12-25,87.56
Portugal,2021-12-25,77
Romania,2021-12-25,54.8
Slovakia,2021-12-25,47.91
Spain,2021-12-25,66.43
Sweden,2021-12-25,6.72
United Kingdom (Pre-Brexit),2021-12-25,-
Austria,2021-12-26,33.58
Belgium,2021-12-26,59.26
Bulgaria,2021-12-26,50.88
Croatia,2021-12-26,58.13
Czech Republic,2021-12-26,58.2
Denmark,2021-12-26,71.08
France,2021-12-26,57.61
Germany,2021-12-26,53.43
Hungary,2021-12-26,51.47
Ireland,2021-12-26,-
Italy,2021-12-26,67.29
Latvia,2021-12-26,56.62
Netherlands,2021-12-26,36.4
Poland,2021-12-26,86.94
Portugal,2021-12-26,77.49
Romania,2021-12-26,54.57
Slovakia,2021-12-26,47.36
Spain,2021-12-26,66.22
Sweden,2021-12-26,6.72
United Kingdom (Pre-Brexit),2021-12-26,-
Austria,2021-12-27,33.36
Belgium,2021-12-27,59.44
Bulgaria,2021-12-27,50.37
Croatia,2021-12-27,57.76
Czech Republic,2021-12-27,57.63
Denmark,2021-12-27,70.83
France,2021-12-27,57.49
Germany,2021-12-27,53.3
Hungary,2021-12-27,50.89
Ireland,2021-12-27,-
Italy,2021-12-27,66.93
Latvia,2021-12-27,56.43
Netherlands,2021-12-27,36
Poland,2021-12-27,86.19
Portugal,2021-12-27,77.93
Romania,2021-12-27,54.15
Slovakia,2021-12-27,46.86
Spain,2021-12-27,65.98
Sweden,2021-12-27,6.72
United Kingdom (Pre-Brexit),2021-12-27,-
Austria,2021-12-28,33.3
Belgium,2021-12-28,59.57
Bulgaria,2021-12-28,49.86
Croatia,2021-12-28,57.33
Czech Republic,2021-12-28,57.27
Denmark,2021-12-28,70.74
France,2021-12-28,57.51
Germany,2021-12-28,53.22
Hungary,2021-12-28,50.35
Ireland,2021-12-28,-
Italy,2021-12-28,66.53
Latvia,2021-12-28,56.27
Netherlands,2021-12-28,35.7
Poland,2021-12-28,85.5
Portugal,2021-12-28,78.67
Romania,2021-12-28,53.75
Slovakia,2021-12-28,46.4
Spain,2021-12-28,65.91
Sweden,2021-12-28,6.72
United Kingdom (Pre-Brexit),2021-12-28,-
Austria,2021-12-29,33.42
Belgium,2021-12-29,59.74
Bulgaria,2021-12-29,49.35
Croatia,2021-12-29,57.04
Czech Republic,2021-12-29,57.03
Denmark,2021-12-29,70.81
France,2021-12-29,57.63
Germany,2021-12-29,53.37
Hungary,2021-12-29,49.83
Ireland,2021-12-29,-
Italy,2021-12-29,66.18
Latvia,2021-12-29,56.14
Netherlands,2021-12-29,35.69
Poland,2021-12-29,84.65
Portugal,2021-12-29,79.44
Romania,2021-12-29,53.35
Slovakia,2021-12-29,46.02
Spain,2021-12-29,65.91
Sweden,2021-12-29,6.72
United Kingdom (Pre-Brexit),2021-12-29,-
Austria,2021-12-30,33.67
Belgium,2021-12-30,60.11
Bulgaria,2021-12-30,48.84
Croatia,2021-12-30,56.9
Czech Republic,2021-12-30,56.96
Denmark,2021-12-30,70.87
France,2021-12-30,57.85
Germany,2021-12-30,53.56
Hungary,2021-12-30,49.34
Ireland,2021-12-30,-
Italy,2021-12-30,65.83
Latvia,2021-12-30,56.07
Netherlands,2021-12-30,35.74
Poland,2021-12-30,84.3
Portugal,2021-12-30,80.1
Romania,2021-12-30,52.97
Slovakia,2021-12-30,45.93
Spain,2021-12-30,65.91
Sweden,2021-12-30,6.72
United Kingdom (Pre-Brexit),2021-12-30,-
Austria,2021-12-31,34.62
Belgium,2021-12-31,60.48
Bulgaria,2021-12-31,48.33
Croatia,2021-12-31,56.68
Czech Republic,2021-12-31,56.98
Denmark,2021-12-31,71.25
France,2021-12-31,58.08
Germany,2021-12-31,53.97
Hungary,2021-12-31,48.95
Ireland,2021-12-31,-
Italy,2021-12-31,65.47
Latvia,2021-12-31,56.07
Netherlands,2021-12-31,35.94
Poland,2021-12-31,84.41
Portugal,2021-12-31,80.83
Romania,2021-12-31,52.74
Slovakia,2021-12-31,46.01
Spain,2021-12-31,65.91
Sweden,2021-12-31,6.72
United Kingdom (Pre-Brexit),2021-12-31,-
Austria,2022-01-01,34.84
Belgium,2022-01-01,60.98
Bulgaria,2022-01-01,47.82
Croatia,2022-01-01,56.09
Czech Republic,2022-01-01,56.9
Denmark,2022-01-01,71.44
France,2022-01-01,58.31
Germany,2022-01-01,54.37
Hungary,2022-01-01,51.02
Ireland,2022-01-01,-
Italy,2022-01-01,65.04
Latvia,2022-01-01,55.64
Netherlands,2022-01-01,36.19
Poland,2022-01-01,84.66
Portugal,2022-01-01,81.66
Romania,2022-01-01,52.74
Slovakia,2022-01-01,46.17
Spain,2022-01-01,65.91
Sweden,2022-01-01,6.72
United Kingdom (Pre-Brexit),2022-01-01,-
Austria,2022-01-02,35.02
Belgium,2022-01-02,60.69
Bulgaria,2022-01-02,47.31
Croatia,2022-01-02,55.52
Czech Republic,2022-01-02,56.81
Denmark,2022-01-02,71.52
France,2022-01-02,58.44
Germany,2022-01-02,54.64
Hungary,2022-01-02,50.6
Ireland,2022-01-02,-
Italy,2022-01-02,64.55
Latvia,2022-01-02,55
Netherlands,2022-01-02,36.36
Poland,2022-01-02,84.91
Portugal,2022-01-02,82.46
Romania,2022-01-02,52.77
Slovakia,2022-01-02,46.34
Spain,2022-01-02,65.91
Sweden,2022-01-02,6.72
United Kingdom (Pre-Brexit),2022-01-02,-
Austria,2022-01-03,35.05
Belgium,2022-01-03,60.29
Bulgaria,2022-01-03,46.8
Croatia,2022-01-03,55
Czech Republic,2022-01-03,56.69
Denmark,2022-01-03,71.53
France,2022-01-03,58.3
Germany,2022-01-03,54.71
Hungary,2022-01-03,50.13
Ireland,2022-01-03,-
Italy,2022-01-03,64
Latvia,2022-01-03,54.47
Netherlands,2022-01-03,36.36
Poland,2022-01-03,85.1
Portugal,2022-01-03,83.14
Romania,2022-01-03,52.56
Slovakia,2022-01-03,46.48
Spain,2022-01-03,65.91
Sweden,2022-01-03,6.72
United Kingdom (Pre-Brexit),2022-01-03,-
Austria,2022-01-04,34.94
Belgium,2022-01-04,59.84
Bulgaria,2022-01-04,46.29
Croatia,2022-01-04,54.73
Czech Republic,2022-01-04,56.42
Denmark,2022-01-04,71.04
France,2022-01-04,57.97
Germany,2022-01-04,54.58
Hungary,2022-01-04,49.65
Ireland,2022-01-04,-
Italy,2022-01-04,63.48
Latvia,2022-01-04,53.9
Netherlands,2022-01-04,36.23
Poland,2022-01-04,85.21
Portugal,2022-01-04,83.81
Romania,2022-01-04,52.39
Slovakia,2022-01-04,46.44
Spain,2022-01-04,65.91
Sweden,2022-01-04,6.72
